1049207879511801857,2018-10-08 08:00:26,b'Hello World..!\xf0\x9f\x8c\x8f\nGood Morning Europe..!\xf0\x9f\x8c\x85\xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xf0\x9f\x87\xae\xf0\x9f\x87\xb9\nGood Afternoon Asia..!\xf0\x9f\x8c\x87\xf0\x9f\x87\xb5\xf0\x9f\x87\xad\nHave a Moaning and Mischievous Monday everyon\xe2\x80\xa6 https://t.co/9gzBFGe8Qq',0,0
1049207459892682752,2018-10-08 07:58:46,"b'Hello, World! \xf0\x9f\x98\x8d Shiraz Mosaique t-shirt. Online now at https://t.co/rcPxDnLs1l\n\n#persique #firstpost #helloworld\xe2\x80\xa6 https://t.co/kVUcmtrniF'",0,0
1049206716108341248,2018-10-08 07:55:49,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 3. have a nice day! #otoslotto',0,0
1049200305240510467,2018-10-08 07:30:20,"b'#HelloWorld October 08, 2018 at 01:00PM #freelncrbharat is free #advertisement #blog to #promote ur #business\xe2\x80\xa6 https://t.co/6g406p5Yq2'",1,0
1049196499681210368,2018-10-08 07:15:13,"b'#HelloWorld, are you ready for me? \xf0\x9f\x98\x89'",1,0
1049191616186122240,2018-10-08 06:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 75. have a nice day! #otoslotto',0,0
1049180803689828352,2018-10-08 06:12:51,"b'RT @Woo_io: Backend/Frontend, you are still beautiful, no matter what they say. \n\nRT if you agree!\n\n#SoftwareDeveloper #ComputerScience #Co\xe2\x80\xa6'",0,6
1049180714913226752,2018-10-08 06:12:29,"b'RT @Woo_io: Backend/Frontend, you are still beautiful, no matter what they say. \n\nRT if you agree!\n\n#SoftwareDeveloper #ComputerScience #Co\xe2\x80\xa6'",0,6
1049180322007588864,2018-10-08 06:10:56,"b'RT @Woo_io: Backend/Frontend, you are still beautiful, no matter what they say. \n\nRT if you agree!\n\n#SoftwareDeveloper #ComputerScience #Co\xe2\x80\xa6'",0,6
1049173603059748864,2018-10-08 05:44:14,"b""This past few weeks have been rough. But, here I am.\nMy kid has been diagnosed with salivary tumors.  Somehow, I'm\xe2\x80\xa6 https://t.co/ddpwd8yzf1""",1,0
1049153492009607168,2018-10-08 04:24:19,"b'LIGHTS, CAMERA, ACTION: HELLOWORLD the TV show airs to thousands of Aussies https://t.co/k7S6NEybOu @helloworldau\xe2\x80\xa6 https://t.co/Zzrkz2qZoU'",0,0
1049150094698639360,2018-10-08 04:10:49,"b'Hello twitter, welcome to your tape. \xf0\x9f\x8e\xa5\xf0\x9f\x8e\xac #sheshere #helloworld #gaymen #Jesus #newhennyontheblock'",0,0
1049146316436250624,2018-10-08 03:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 92. have a nice day! #otoslotto',0,0
1049133208569360384,2018-10-08 03:03:43,"b""Just redid this twitter account that I had for 6 years but never used! Maybe this time I'll stick with it. #helloworld #imback""",0,0
1049131216555925504,2018-10-08 02:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 40. have a nice day! #otoslotto',0,0
1049127622532247552,2018-10-08 02:41:31,b'hello world !! Ubeatz Musictainment is here !! #helloworld #musictainment #ubeatz #ubeatzmusictainment #kekinian #gamification #karaoke',0,0
1049117750470365185,2018-10-08 02:02:18,b'RT @Devil_Kazuya666: Hello my Twitter friends and family! How are you doing on this beautiful day? I hope everyone is having a safe weekend\xe2\x80\xa6',0,2
1049117630387441664,2018-10-08 02:01:49,b'Hello my Twitter friends and family! How are you doing on this beautiful day? I hope everyone is having a safe weekend.\n\n#HelloWorld',9,2
1049116116684083201,2018-10-08 01:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 68. have a nice day! #otoslotto',0,0
1049101016682123265,2018-10-08 00:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 61. have a nice day! #otoslotto',0,0
1049085916940124160,2018-10-07 23:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 38. have a nice day! #otoslotto',0,0
